-2	-3	-2.638179523988676
-1.96	-3	-2.644330744169951
-1.92	-3	-2.650596068922987
-1.88	-3	-2.656977828217529
-1.84	-3	-2.663478342425538
-1.8	-3	-2.6700999115794968
-1.76	-3	-2.6768448028442107
-1.72	-3	-2.6837152359337164
-1.68	-3	-2.6907133661629223
-1.64	-3	-2.697841264774626
-1.6	-3	-2.705100896124963
-1.56	-3	-2.7124940912427546
-1.52	-3	-2.7200225171983696
-1.48	-3	-2.7276876416233002
-1.44	-3	-2.7354906916094754
-1.4	-3	-2.7434326060834997
-1.36	-3	-2.7515139805908126
-1.32	-3	-2.759735003231686
-1.28	-3	-2.7680953802573605
-1.24	-3	-2.77659424954977
-1.2	-3	-2.785230079858734
-1.16	-3	-2.7940005532377805
-1.12	-3	-2.802902427579194
-1.08	-3	-2.811931375466484
-1.04	-3	-2.8210817946904823
-1	-3	-2.830346584646184
-0.96	-3	-2.8397168813428677
-0.92	-3	-2.8491817417750096
-0.88	-3	-2.858727765696826
-0.84	-3	-2.868338639081282
-0.8	-3	-2.8779945781920375
-0.76	-3	-2.8876716453929716
-0.72	-3	-2.897340896137309
-0.68	-3	-2.906967298586429
-0.64	-3	-2.9165083387465023
-0.6	-3	-2.925912177170972
-0.56	-3	-2.935115143725041
-0.52	-3	-2.94403821656899
-0.48	-3	-2.9525818734060447
-0.44	-3	-2.960618205811209
-0.4	-3	-2.967978178142458
-0.36	-3	-2.9744297368995225
-0.32	-3	-2.9796374453353307
-0.28	-3	-2.9830816664504187
-0.24	-3	-2.9838800723800256
-0.2	-3	-2.980342617680753
-0.16	-3	-2.9686734187401043
-0.12	-3	-2.938275874936598
-0.08	-3	-2.8485170222460114
-0.04	-2.8	-2.447427216987408
0	0	0
0.04	2.8	2.447427216987408
0.08	3	2.8485170222460114
0.12	3	2.938275874936598
0.16	3	2.9686734187401043
0.2	3	2.980342617680753
0.24	3	2.9838800723800256
0.28	3	2.9830816664504187
0.32	3	2.9796374453353307
0.36	3	2.9744297368995225
0.4	3	2.967978178142458
0.44	3	2.960618205811209
0.48	3	2.9525818734060447
0.52	3	2.94403821656899
0.56	3	2.935115143725041
0.6	3	2.925912177170972
0.64	3	2.9165083387465023
0.68	3	2.906967298586429
0.72	3	2.897340896137309
0.76	3	2.8876716453929716
0.8	3	2.8779945781920375
0.84	3	2.868338639081282
0.88	3	2.858727765696826
0.92	3	2.8491817417750096
0.96	3	2.8397168813428677
1	3	2.830346584646184
1.04	3	2.8210817946904823
1.08	3	2.811931375466484
1.12	3	2.802902427579194
1.16	3	2.7940005532377805
1.2	3	2.785230079858734
1.24	3	2.77659424954977
1.28	3	2.7680953802573605
1.32	3	2.759735003231686
1.36	3	2.7515139805908126
1.4	3	2.7434326060834997
1.44	3	2.7354906916094754
1.48	3	2.7276876416233002
1.52	3	2.7200225171983696
1.56	3	2.7124940912427546
1.6	3	2.705100896124963
1.64	3	2.697841264774626
1.68	3	2.6907133661629223
1.72	3	2.6837152359337164
1.76	3	2.6768448028442107
1.8	3	2.6700999115794968
1.84	3	2.663478342425538
1.88	3	2.656977828217529
1.92	3	2.650596068922987
1.96	3	2.644330744169951
2	3	2.638179523988676
