10	0.0112353717	0.009227163814999996	0.25938446775	0.008396534720000001	0.0167834611	0.010516692779999998
20	0.026578912750000006	0.01788817694499999	0.28241379575	0.01578726347500001	0.01711193755	0.017092141225000003
30	0.03930744955	0.027024310805000003	0.609719638	0.020982257465000008	0.028886766150000003	0.024214147000000005
40	0.05618665155000001	0.04441907490000001	1.02231763775	0.029193660020000012	0.04368971445000001	0.03375517098000001
50	0.0872132403	0.055379075865	1.851899869299999	0.034417033670000007	0.056252162500000015	0.04484485483999998
60	0.10850750625000001	0.08518597068999995	5.666205637799999	0.04623089324	0.0677629259	0.058455198640000046
70	0.14667222885000003	0.10045420368499997	6.5349791842	0.05752310498499998	0.08489417705000002	0.06466944778
80	0.1645395019	0.14324479669999998	8.46286297665	0.072221394035	0.10023603575000002	0.06650567583500004
90	0.13645864335	0.14181800330499994	11.5407485465000001	0.07392963348999997	0.1654216356	0.08269254125
100	0.1817339332	0.17959678897000006	12.1485458718000006	0.08769420439999999	0.1444970413	0.09825074503000003
110	0.20698427045	0.1860969212749999	13.3359381459000006	0.09239493546000002	0.19711838125000003	0.1051128359499999
120	0.32779133905	0.21574663789000006	13.0395028498000007	0.11968644157999997	0.19763806499999997	0.11401309115499997
