20	9.25	8.700000000000001	8.5	9.4	8.55	8.6	100	100	100
25	9.25	8.450000000000001	8.450000000000001	9.200000000000001	8.450000000000001	8.35	100	100	100
30	9.15	8.4	8.450000000000001	9.15	8.35	8.4	10.950000000000001	10.65	10.65
35	9.25	8.35	8.4	9.200000000000001	8.450000000000001	8.35	11.15	10.75	10.450000000000001
40	9.200000000000001	8.35	8.35	9.200000000000001	8.35	8.35	12.15	10.65	10.65
45	9.35	8.450000000000001	8.3	9.3	8.35	8.3	11.850000000000001	11.600000000000001	11.65
50	9.25	8.3	8.3	9.200000000000001	8.3	8.35	11.950000000000001	11.15	11.8
