P	$Q1$	$Q2$	$Q3$
124	32.77777777777778	32.77677777777778	30.06280516746787
125	32.77777777777778	32.77677777777778	30.084587302366216
126	32.77777777777778	32.77677777777778	30.105737407063966
127	32.77777777777778	32.77677777777778	30.12627384309691
128	32.77777777777778	32.77677777777778	30.14621443666878
129	32.77777777777778	32.77677777777778	30.165576494420332
130	32.77777777777778	32.77677777777778	30.184376818720114
131	32.77777777777778	32.77677777777778	30.20263172249258
132	32.77777777777778	32.77677777777778	30.220357043598657
133	32.77777777777778	32.77677777777778	30.23756815878324
134	32.77777777777778	32.77677777777778	30.25427999720358
135	32.77777777777778	32.77677777777778	30.27050705355196
136	32.77777777777778	32.77677777777778	30.286263400785632
137	32.77777777777778	32.77677777777778	30.30156270247637
138	32.77777777777778	32.77677777777778	30.31641822479172
139	32.77777777777778	32.77677777777778	30.330842848119456
140	32.77777777777778	32.77677777777778	30.3448490783464
141	32.77777777777778	32.77677777777778	30.358449057802364
142	32.77777777777778	32.77677777777778	30.37165457587961
143	32.77777777777778	32.77677777777778	30.384477079337813
144	32.77777777777778	32.77677777777778	30.396927682304234
145	32.77777777777778	32.77677777777778	30.409017175978448
146	32.77777777777778	32.77677777777778	30.42075603805065
147	32.77777777777778	32.77677777777778	30.43215444184229
148	32.77777777777778	32.77677777777778	30.44322226517744
149	32.77777777777778	32.77677777777778	30.45396909899311
150	32.77777777777778	32.77677777777778	30.464404255696365
151	32.12777777777778	32.0949595959596	29.490577599123476
152	31.47777777777778	31.413141414141418	28.535037959560764
153	30.827777777777783	30.731323232323234	27.596864504030275
154	30.177777777777784	30.04950505050505	26.67518515663672
155	29.527777777777786	29.367686868686867	25.76917303186036
156	28.877777777777787	28.685868686868684	24.878043161315638
157	28.22777777777779	28.0040505050505	24.001049485387014
158	27.57777777777779	27.322232323232317	23.13748208425605
159	26.92777777777779	26.640414141414134	22.286664625559403
160	26.277777777777793	25.95859595959595	21.447952008316303
161	25.627777777777794	25.276777777777767	20.62072818487894
162	24.977777777777796	24.594959595959583	19.80440414452686
163	24.327777777777797	23.9131414141414	18.998416043978413
164	23.6777777777778	23.231323232323216	18.202223471555527
165	23.0277777777778	22.549505050505033	17.415307833036334
166	22.3777777777778	21.86768686868685	16.637170848383306
167	21.727777777777803	21.185868686868666	15.867333149560373
168	21.077777777777804	20.504050505050483	15.105332970565984
169	20.427777777777806	19.8222323232323	14.350724921623593
170	19.777777777777807	19.140414141414116	13.603078840197979
171	19.12777777777781	18.458595959595932	12.861978712155155
172	18.47777777777781	17.77677777777775	12.127021656964216
173	17.82777777777781	17.094959595959565	11.397816971358818
174	17.177777777777813	16.413141414141382	10.673985226340882
175	16.527777777777814	15.7313232323232	9.955157412825288
176	15.877777777777814	15.049505050505019	9.24097413159707
177	15.227777777777813	14.367686868686837	8.531084823586223
178	14.577777777777813	13.685868686868655	7.82514703676389
179	13.927777777777813	13.004050505050474	7.12282572623064
180	13.277777777777812	12.322232323232292	6.42379258430601
181	12.627777777777812	11.64041414141411	5.727725397641033
182	11.977777777777812	10.958595959595929	5.034307428564489
183	11.327777777777811	10.276777777777747	4.343226818041181
184	10.677777777777811	9.594959595959565	3.6541760077683882
185	10.02777777777781	8.913141414141384	2.9668511790663814
186	9.37777777777781	8.231323232323202	2.2809517063318934
187	8.72777777777781	7.5495050505050205	1.5961796229208147
188	8.07777777777781	6.867686868686839	0.9122390974091777
189	7.427777777777809	6.185868686868657	0.2288359182505545
190	6.777777777777809	5.5040505050504756	0.1
191	6.127777777777808	4.822232323232294	0.1
192	5.477777777777808	4.140414141414112	0.1
193	4.827777777777808	3.4585959595959306	0.1
194	4.177777777777807	2.776777777777749	0.1
195	3.5277777777778074	2.0949595959595673	0.1
196	2.8777777777778075	1.4131414141413856	0.1
197	2.2277777777778076	0.7313232323232038	0.1
198	1.5777777777778077	0.1	0.1
199	0.9277777777778077	0.1	0.1
200	0.27777777777780766	0.1	0.1
201	0.1	0.1	0.1
202	0.1	0.1	0.1
203	0.1	0.1	0.1
204	0.1	0.1	0.1
205	0.1	0.1	0.1
206	0.1	0.1	0.1
207	0.1	0.1	0.1
208	0.1	0.1	0.1
209	0.1	0.1	0.1
210	0.1	0.1	0.1
211	0.1	0.1	0.1
212	0.1	0.1	0.1
213	0.1	0.1	0.1
214	0.1	0.1	0.1
215	0.1	0.1	0.1
